관광지명,주소,주소_시,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,3월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수,위도,경도
유동커피,제주특별자치도 서귀포시 태평로 406-1 ,서귀포시,음식점,음식,음식점,카페/전통찻집,1978.0,3.0,102.0,6.0,18.0,20.0,13.0,21.0,14.0,10.0,33.2444903,126.5638733
유민미술관,제주특별자치도 서귀포시 성산읍 고성리 21 ,서귀포시,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,4937.0,3.0,324.0,55.0,47.0,42.0,49.0,59.0,36.0,36.0,33.4290975,126.9322365
유수암캠핑장,제주특별자치도 제주시 애월읍 하소로 684-25 ,제주시,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",361.0,3.0,43.0,9.0,6.0,5.0,9.0,12.0,1.0,1.0,33.4222271,126.3939006
은혜전복,제주특별자치도 제주시 애월읍 애월로1길 24-3 ,제주시,음식점,음식,음식점,한식,185.0,3.0,32.0,4.0,7.0,2.0,9.0,5.0,1.0,4.0,33.4629675,126.3101799
이너프,제주특별자치도 제주시 애월읍 고성8길 33 ,제주시,음식점,음식,음식점,카페/전통찻집,206.0,3.0,20.0,3.0,2.0,5.0,3.0,3.0,2.0,2.0,33.4561167,126.4190819
이스트포레스트,제주특별자치도 제주시 구좌읍 종달로1길 26-1 ,제주시,음식점,음식,음식점,서양식,300.0,3.0,32.0,4.0,8.0,6.0,5.0,1.0,3.0,5.0,33.4959583,126.8988162
이어도식당,제주특별자치도 서귀포시 성읍정의현로22번길 14 ,서귀포시,음식점,음식,음식점,한식,490.0,3.0,45.0,9.0,6.0,6.0,7.0,8.0,4.0,5.0,33.3840771,126.8020527
이제주숍,제주특별자치도 제주시 연삼로 473 (이도이동),제주시,쇼핑,쇼핑,쇼핑,특산물판매점,851.0,3.0,66.0,10.0,11.0,8.0,10.0,10.0,6.0,11.0,33.4994412,126.5403432
이중섭거주지,제주특별자치도 서귀포시 이중섭로 29 (서귀동),서귀포시,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,2522.0,3.0,228.0,31.0,33.0,33.0,33.0,34.0,24.0,40.0,33.2455473,126.5644088
이중섭미술관,제주특별자치도 서귀포시 이중섭로 27-3 (서귀동),서귀포시,문화시설,인문(문화/예술/역사),문화시설,기념관,4201.0,3.0,288.0,33.0,34.0,39.0,45.0,77.0,22.0,38.0,33.2458718,126.5649209
이춘옥원조고등어쌈밥,제주특별자치도 제주시 애월읍 일주서로 7213 ,제주시,음식점,음식,음식점,한식,424.0,3.0,48.0,10.0,6.0,4.0,12.0,5.0,4.0,7.0,33.4889643,126.4186374
이호테우말등대,제주특별자치도 제주시 이호일동 375-43 ,제주시,관광지,자연,자연관광지,등대,5223.0,3.0,555.0,80.0,79.0,82.0,90.0,95.0,64.0,65.0,33.5021517,126.4564112
인그리드,제주특별자치도 제주시 서해안로 64 ,제주시,음식점,음식,음식점,카페/전통찻집,232.0,3.0,34.0,2.0,8.0,4.0,5.0,6.0,4.0,5.0,33.5024812,126.4567435
인디언키친,제주특별자치도 제주시 애월읍 애원로 191 ,제주시,음식점,음식,음식점,이색음식점,868.0,3.0,71.0,6.0,17.0,10.0,13.0,11.0,6.0,8.0,33.4503721,126.3309119
인카페온더비치,제주특별자치도 제주시 해맞이해안로 943 ,제주시,음식점,음식,음식점,카페/전통찻집,285.0,3.0,27.0,4.0,4.0,3.0,4.0,3.0,2.0,7.0,33.5290971,126.8463777
일출랜드,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 ,서귀포시,관광지,인문(문화/예술/역사),휴양관광지,공원,4391.0,3.0,409.0,62.0,52.0,80.0,62.0,70.0,38.0,45.0,33.3831862,126.8418892
일통이반,제주특별자치도 제주시 중앙로2길 25 (삼도이동),제주시,음식점,음식,음식점,한식,457.0,3.0,42.0,7.0,5.0,10.0,7.0,8.0,4.0,1.0,33.5170771,126.5220977
잇칸시타,제주특별자치도 제주시 신엄안2길 54-1 ,제주시,음식점,음식,음식점,일식,359.0,3.0,37.0,6.0,6.0,4.0,5.0,7.0,6.0,3.0,33.4771354,126.3702005
자구내포구,제주특별자치도 제주시 한경면 노을해안로 1161 ,제주시,관광지,자연,자연관광지,항구/포구,1316.0,3.0,130.0,14.0,8.0,31.0,24.0,23.0,20.0,10.0,33.3021091,126.1851714
자리돔횟집,제주특별자치도 서귀포시 동홍동로 7 자리돔횟집 ,서귀포시,음식점,음식,음식점,한식,415.0,3.0,44.0,4.0,8.0,7.0,4.0,10.0,6.0,5.0,33.2555672,126.5746719
잔물결,제주특별자치도 제주시 금능길 58-1 1층,제주시,음식점,음식,음식점,카페/전통찻집,259.0,3.0,25.0,4.0,0.0,3.0,3.0,8.0,4.0,3.0,33.3881423,126.2297532
장수해장국,제주특별자치도 서귀포시 천제연로 152 ,서귀포시,음식점,음식,음식점,한식,141.0,3.0,8.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,33.2538407,126.5100971
장인의집,제주특별자치도 제주시 애월로19길 31 ,제주시,음식점,음식,음식점,한식,264.0,3.0,26.0,4.0,4.0,5.0,6.0,3.0,2.0,2.0,33.4658022,126.3268488
절부암,제주특별자치도 제주시 한경면 용수리 4241-5,제주시,관광지,자연,관광자원,기암괴석,520.0,3.0,57.0,15.0,9.0,5.0,2.0,5.0,9.0,12.0,33.3239831,126.1671817
점보빌리지,제주특별자치도 서귀포시 안덕면 평화로319번길 31-11 (안덕면),서귀포시,관광지,인문(문화/예술/역사),문화시설,공연장,1541.0,3.0,136.0,21.0,17.0,26.0,19.0,26.0,14.0,13.0,33.27601,126.3050559
정물오름,제주특별자치도 제주시 한림읍 금악리 산52-1,제주시,관광지,자연,자연관광지,산,1006.0,3.0,102.0,6.0,17.0,17.0,11.0,19.0,23.0,9.0,33.3379302,126.3299153
정방폭포,제주특별자치도 서귀포시 칠십리로214번길 37 ,서귀포시,관광지,자연,자연관광지,폭포,24044.0,3.0,2039.0,333.0,296.0,293.0,320.0,331.0,199.0,267.0,33.2447334,126.5731658
정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14 ,서귀포시,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,562.0,3.0,72.0,12.0,7.0,6.0,16.0,13.0,9.0,9.0,33.3869287,126.799942
제레미,제주특별자치도 제주시 애월로 106-1 ,제주시,음식점,음식,음식점,카페/전통찻집,262.0,3.0,27.0,5.0,3.0,4.0,6.0,2.0,5.0,2.0,33.4645383,126.3185137
제스토리,제주특별자치도 서귀포시 막숙포로 60 ,서귀포시,쇼핑,쇼핑,쇼핑,특산물판매점,453.0,3.0,58.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,33.2360926,126.5149193
제일토산품,제주특별자치도 제주시 관덕로 24 ,제주시,쇼핑,쇼핑,쇼핑,특산물판매점,490.0,3.0,51.0,4.0,5.0,8.0,12.0,7.0,3.0,12.0,33.5129597,126.5216976
제주메이플호텔,제주특별자치도 제주시 원노형3길 41 메이플호텔 ,제주시,숙박,숙박,숙박시설,관광호텔,166.0,3.0,19.0,3.0,2.0,2.0,2.0,5.0,4.0,1.0,33.4865368,126.4817031
제주보성시장,제주특별자치도 제주시 동광로1길 32 ,제주시,쇼핑,쇼핑,쇼핑,상설시장,661.0,3.0,79.0,15.0,9.0,11.0,13.0,14.0,7.0,10.0,33.50332900000001,126.5277844
제주세계자연유산센터,제주특별자치도 제주시 조천읍 선교로 569-36 ,제주시,문화시설,인문(문화/예술/역사),문화시설,기념관,2993.0,3.0,219.0,31.0,37.0,36.0,31.0,45.0,10.0,29.0,33.4569963,126.7143064
제주센트럴파크,제주특별자치도 제주시 조천읍 비자림로 606 ,제주시,관광지,인문(문화/예술/역사),휴양관광지,테마공원,2173.0,3.0,147.0,19.0,16.0,31.0,18.0,28.0,15.0,20.0,33.4334415,126.6743965
제주오리엔탈호텔,제주특별자치도 제주시 탑동로 47 ,제주시,숙박,숙박,숙박시설,관광호텔,234.0,3.0,21.0,3.0,3.0,6.0,2.0,2.0,2.0,3.0,33.5174647,126.5197921
제주유리의성,제주특별자치도 제주시 한경면 녹차분재로 462 ,제주시,관광지,인문(문화/예술/역사),휴양관광지,테마공원,4234.0,3.0,490.0,88.0,63.0,78.0,79.0,63.0,49.0,70.0,33.314546,126.2739234
제주추사관,제주특별자치도 서귀포시 대정읍 추사로 44 ,서귀포시,문화시설,인문(문화/예술/역사),문화시설,전시관,2635.0,3.0,201.0,34.0,36.0,28.0,32.0,31.0,19.0,21.0,33.250164,126.2782893
제주펄관광호텔,제주특별자치도 제주시 신대로20길 49 (연동),제주시,숙박,숙박,숙박시설,관광호텔,213.0,3.0,28.0,7.0,3.0,5.0,7.0,3.0,0.0,3.0,33.4834605,126.4907753
제주항공우주호텔,제주특별자치도 서귀포시 녹차분재로 216 제주항공우주호텔 ,서귀포시,숙박,숙박,숙박시설,관광호텔,274.0,3.0,25.0,2.0,4.0,3.0,6.0,3.0,2.0,5.0,33.3022751,126.2947784
제주901,제주특별자치도 제주시 1100로 2977-10 ,제주시,숙박,숙박,숙박시설,민박,1429.0,3.0,117.0,25.0,16.0,14.0,20.0,20.0,11.0,11.0,33.4529974,126.4864001
제주개생활연구소,제주특별자치도 제주시 녹차분재로 502 ,제주시,음식점,음식,음식점,카페/전통찻집,411.0,3.0,46.0,5.0,7.0,4.0,6.0,4.0,6.0,14.0,33.3168806,126.2703719
제주곶자왈도립공원,제주특별자치도 서귀포시 에듀시티로 178 ,서귀포시,관광지,자연,자연관광지,도립공원,4018.0,3.0,400.0,64.0,46.0,75.0,72.0,58.0,28.0,57.0,33.289275,126.2749677
제주관덕정분식,제주특별자치도 제주시 관덕로8길 7-9 ,제주시,음식점,음식,음식점,한식,265.0,3.0,24.0,3.0,4.0,7.0,3.0,3.0,2.0,2.0,33.5126091,126.5243351
제주교육박물관,제주특별자치도 제주시 오복4길 25 (이도이동),제주시,문화시설,인문(문화/예술/역사),문화시설,박물관,1023.0,3.0,78.0,12.0,12.0,9.0,21.0,15.0,4.0,5.0,33.4945087,126.5380361
제주국제평화센터,제주특별자치도 서귀포시 중문관광로 227-24 (중문동),서귀포시,문화시설,인문(문화/예술/역사),문화시설,전시관,645.0,3.0,82.0,17.0,11.0,7.0,16.0,12.0,7.0,12.0,33.2446048,126.421732
제주그림카페,제주특별자치도 서귀포시 녹차분재로 218 제주항공우주박물관 4층,서귀포시,음식점,음식,음식점,카페/전통찻집,999.0,3.0,111.0,7.0,24.0,17.0,22.0,11.0,12.0,18.0,33.3027032,126.2991031
제주돌문화공원,제주특별자치도 제주시 조천읍 남조로 2023 ,제주시,문화시설,인문(문화/예술/역사),문화시설,박물관,10123.0,3.0,642.0,95.0,119.0,89.0,108.0,96.0,62.0,73.0,33.4373391,126.6668484
제주돌창고,제주특별자치도 제주시 한경면 조수7길 8 ,제주시,음식점,음식,음식점,카페/전통찻집,620.0,3.0,52.0,3.0,8.0,5.0,9.0,10.0,5.0,12.0,33.3371501,126.2335927
제주동백수목원,제주특별자치도 서귀포시 남원읍 태위로 (288) ,서귀포시,관광지,자연,자연관광지,수목원,14183.0,3.0,596.0,89.0,88.0,99.0,89.0,105.0,59.0,67.0,33.2728896,126.6749197
제주뚝배기,제주특별자치도 서귀포시 성산읍 일출로 255 ,서귀포시,음식점,음식,음식점,한식,459.0,3.0,40.0,4.0,5.0,5.0,15.0,5.0,5.0,1.0,33.4611419,126.932983
제주러브랜드,제주특별자치도 제주시 1100로 2894-72 (연동),제주시,관광지,인문(문화/예술/역사),휴양관광지,테마공원,4360.0,3.0,337.0,49.0,39.0,52.0,49.0,66.0,35.0,47.0,33.4517135,126.4901715
제주레일바이크,제주특별자치도 제주시 구좌읍 용눈이오름로 641 ,제주시,레포츠,레포츠,육상 레포츠,트래킹,9852.0,3.0,863.0,135.0,125.0,166.0,145.0,121.0,80.0,91.0,33.4646218,126.8369517
제주로얄호텔,제주특별자치도 제주시 신대로12길 45 ,제주시,숙박,숙박,숙박시설,관광호텔,98.0,3.0,9.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,33.4885606,126.4917047
제주명가두루치기,제주특별자치도 서귀포시 태평로 495 ,서귀포시,음식점,음식,음식점,한식,473.0,3.0,56.0,6.0,14.0,6.0,6.0,9.0,8.0,7.0,33.2495756,126.5710384
제주목관아,제주특별자치도 제주시 관덕로 25 (삼도이동),제주시,관광지,인문(문화/예술/역사),역사관광지,고궁,2575.0,3.0,193.0,29.0,29.0,32.0,42.0,32.0,12.0,17.0,33.5138664,126.5217134
제주목화휴양펜션,제주특별자치도 서귀포시 남원읍 태위로 485 ,서귀포시,숙박,숙박,숙박시설,펜션,294.0,3.0,30.0,5.0,5.0,2.0,6.0,3.0,5.0,4.0,33.27517,126.6990102
제주미향,제주특별자치도 서귀포시 천제연로 99 ,서귀포시,음식점,음식,음식점,한식,856.0,3.0,105.0,16.0,18.0,19.0,16.0,16.0,11.0,9.0,33.2550602,126.4163814
제주민속식품,제주특별자치도 제주시 구좌읍 번영로 2178 ,제주시,쇼핑,쇼핑,쇼핑,전문매장/상가,258.0,3.0,28.0,8.0,3.0,4.0,2.0,4.0,4.0,3.0,33.4281061,126.751044
제주민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34 ,서귀포시,문화시설,인문(문화/예술/역사),역사관광지,민속마을,4966.0,3.0,465.0,77.0,77.0,76.0,68.0,62.0,30.0,75.0,33.3225098,126.8418176
제주바다체험장,제주특별자치도 제주시 구좌읍 일주동로 1777 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1227.0,3.0,117.0,14.0,18.0,27.0,18.0,14.0,13.0,13.0,33.5546738,126.7218438
제주베스트힐,제주특별자치도 제주시 조천읍 남조로 2109-36 ,제주시,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",385.0,3.0,40.0,5.0,2.0,7.0,10.0,7.0,1.0,8.0,33.4540851,126.6576267
제주별빛누리공원,제주특별자치도 제주시 선돌목동길 60 (오등동) ,제주시,관광지,인문(문화/예술/역사),휴양관광지,공원,1639.0,3.0,121.0,24.0,10.0,20.0,23.0,22.0,9.0,13.0,33.4451439,126.5492347
제주빅볼랜드,제주특별자치도 제주시 구좌읍 송당리 산164-4,제주시,레포츠,레포츠,복합 레포츠,복합 레포츠,3658.0,3.0,279.0,45.0,40.0,54.0,46.0,37.0,27.0,30.0,33.3896886,126.3755247
제주삼다국수,제주특별자치도 서귀포시 김정문화로 59-1 ,서귀포시,음식점,음식,음식점,한식,214.0,3.0,20.0,2.0,4.0,3.0,2.0,2.0,1.0,6.0,33.2510903,126.5111484
제주성지,제주특별자치도 제주시 오현길 61 (이도일동),제주시,관광지,인문(문화/예술/역사),역사관광지,성,603.0,3.0,71.0,8.0,10.0,17.0,9.0,12.0,5.0,10.0,33.5104855,126.5257264
제주승마공원,제주특별자치도 제주시 애월읍 녹고메길 152-1 (애월읍),제주시,레포츠,레포츠,육상 레포츠,승마,1826.0,3.0,141.0,21.0,21.0,24.0,13.0,31.0,12.0,19.0,33.4052867,126.405382
제주아이브리조트,제주특별자치도 서귀포시 산록남로 1966-34 (영남동),서귀포시,관광지,인문(문화/예술/역사),휴양관광지,관광단지,709.0,3.0,79.0,14.0,17.0,13.0,12.0,11.0,4.0,8.0,33.288409,126.4968764
제주아트서커스,제주특별자치도 서귀포시 안덕면 동광로 214 ,서귀포시,문화시설,인문(문화/예술/역사),문화시설,공연장,9898.0,3.0,599.0,91.0,84.0,110.0,91.0,106.0,56.0,61.0,33.3143833,126.3446028
제주아트센터,제주특별자치도 제주시 오남로 231 제주아트센터 ,제주시,문화시설,인문(문화/예술/역사),문화시설,공연장,675.0,3.0,95.0,15.0,10.0,10.0,19.0,14.0,15.0,12.0,33.4750765,126.5152756
제주안전체험관,제주특별자치도 제주시 애월읍 평화로 1885 ,제주시,관광지,인문(문화/예술/역사),체험관광지,이색체험,2271.0,3.0,175.0,24.0,34.0,33.0,25.0,33.0,12.0,14.0,33.3942008,126.3737312
제주양떼목장,제주특별자치도 제주시 애월읍 도치돌길 289-13 ,제주시,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,1043.0,3.0,105.0,12.0,15.0,16.0,16.0,18.0,14.0,14.0,33.4109424,126.3653661
제주에가면,제주특별자치도 제주시 탑동로 119 ,제주시,음식점,음식,음식점,한식,99.0,3.0,6.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,33.5147467,126.5180225
제주엠리조트,제주특별자치도 서귀포시 중산간서로157번길 28-6 제주M리조트 ,서귀포시,숙박,숙박,숙박시설,관광호텔,202.0,3.0,23.0,1.0,3.0,4.0,2.0,6.0,0.0,7.0,33.2577831,126.4945114
제주유리박물관,제주특별자치도 서귀포시 중산간서로 1403 (상예동),서귀포시,문화시설,인문(문화/예술/역사),문화시설,박물관,1687.0,3.0,157.0,22.0,21.0,36.0,23.0,20.0,10.0,25.0,33.278366,126.3699424
제주절물자연휴양림,제주특별자치도 제주시 명림로 584 ,제주시,관광지,자연,자연관광지,자연휴양림,14568.0,3.0,890.0,136.0,168.0,156.0,116.0,138.0,81.0,95.0,33.4302354,126.6227963
제주제트,제주특별자치도 서귀포시 대포로 172-5 (대포동),서귀포시,레포츠,레포츠,레포츠소개,수상레포츠,1213.0,3.0,123.0,27.0,17.0,15.0,20.0,22.0,11.0,11.0,33.2384891,126.4394879
제주팔레스호텔,제주특별자치도 제주시 탑동로 9 ,제주시,숙박,숙박,숙박시설,관광호텔,248.0,3.0,20.0,2.0,5.0,3.0,2.0,2.0,4.0,2.0,33.5168727,126.52372
제주펜션향림원,제주특별자치도 서귀포시 칠십리로394번길 8-3 ,서귀포시,숙박,숙박,숙박시설,펜션,229.0,3.0,25.0,2.0,7.0,2.0,7.0,5.0,1.0,1.0,33.2437709,126.5932026
제주플래티늄카라반,제주특별자치도 제주시 애월읍 하귀미수포길 5-8 ,제주시,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",428.0,3.0,53.0,8.0,9.0,16.0,6.0,5.0,5.0,4.0,33.4834503,126.4018565
제주항공우주박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 ,서귀포시,문화시설,인문(문화/예술/역사),문화시설,박물관,3775.0,3.0,404.0,55.0,61.0,48.0,55.0,117.0,32.0,36.0,33.3027032,126.2991031
제주항일기념관,제주특별자치도 제주시 조천읍 신북로 303 ,제주시,문화시설,인문(문화/예술/역사),문화시설,기념관,918.0,3.0,74.0,10.0,6.0,14.0,11.0,16.0,10.0,7.0,33.5416465,126.6427429
제주해물밥,제주특별자치도 제주시 월대3길 14-6 ,제주시,음식점,음식,음식점,한식,632.0,3.0,56.0,9.0,8.0,8.0,9.0,9.0,4.0,9.0,33.4946797,126.4339883
제주해양동물박물관,제주특별자치도 서귀포시 성산읍 서성일로 689-21 ,서귀포시,문화시설,인문(문화/예술/역사),문화시설,박물관,2617.0,3.0,221.0,33.0,27.0,36.0,36.0,31.0,28.0,30.0,33.4296617,126.8555492
제주해양레저,제주특별자치도 서귀포시 중문관광로 192 ,서귀포시,레포츠,레포츠,복합 레포츠,복합 레포츠,1164.0,3.0,92.0,18.0,10.0,15.0,19.0,9.0,9.0,12.0,33.2473317,126.4180777
제주향교,제주특별자치도 제주시 서문로 43 (용담일동),제주시,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,773.0,3.0,69.0,9.0,10.0,13.0,12.0,10.0,10.0,5.0,33.5111677,126.5159523
제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170 ,서귀포시,관광지,인문(문화/예술/역사),산업관광지,기타,3429.0,3.0,316.0,44.0,49.0,43.0,47.0,59.0,33.0,41.0,33.330435,126.8154056
제주현대미술관,제주특별자치도 제주시 한경면 저지14길 35 ,제주시,문화시설,인문(문화/예술/역사),문화시설,미술관/화랑,4648.0,3.0,378.0,66.0,66.0,53.0,75.0,49.0,32.0,37.0,33.339892,126.2656119
제주힐링명상센터,제주특별자치도 제주시 애월읍 어음13길 196 ,제주시,관광지,인문(문화/예술/역사),체험관광지,이색체험,2763.0,3.0,259.0,57.0,42.0,40.0,34.0,38.0,22.0,26.0,33.3955297,126.3610931
제지기오름,제주특별자치도 서귀포시 보목동 275-1 (일대),서귀포시,관광지,자연,자연관광지,산,988.0,3.0,112.0,14.0,15.0,17.0,18.0,19.0,19.0,10.0,33.2419331,126.6096102
젠하이드어웨이,제주특별자치도 서귀포시 안덕면 사계남로 186-8 ,서귀포시,음식점,음식,음식점,카페/전통찻집,2976.0,3.0,349.0,44.0,47.0,63.0,47.0,59.0,43.0,46.0,33.229588,126.3085478
조랑말체험공원,제주특별자치도 서귀포시 표선면 녹산로 381-15 ,서귀포시,관광지,인문(문화/예술/역사),체험관광지,이색체험,1821.0,3.0,262.0,42.0,42.0,30.0,42.0,51.0,30.0,25.0,33.3831928,126.7359802
조안베어뮤지엄,제주특별자치도 서귀포시 대포로 113 (대포동),서귀포시,문화시설,인문(문화/예술/역사),문화시설,박물관,804.0,3.0,72.0,10.0,9.0,14.0,19.0,9.0,5.0,6.0,33.240272,126.4340355
조천만세동산,제주특별자치도 제주시 조천읍 조천리 1142-1,제주시,관광지,인문(문화/예술/역사),역사관광지,유적지/사적지,1237.0,3.0,143.0,18.0,19.0,38.0,20.0,18.0,19.0,11.0,33.5399846,126.6416165
조천함덕해안도로,제주특별자치도 제주시 조천읍 조함해안로 525 ,제주시,관광지,자연,자연관광지,자연생태관광지,1614.0,3.0,173.0,35.0,22.0,28.0,24.0,21.0,22.0,21.0,33.5313895,126.6429191
족은노꼬메오름,제주특별자치도 제주시 애월읍 산록서로 482-34 ,제주시,레포츠,레포츠,육상 레포츠,트래킹,933.0,3.0,101.0,10.0,14.0,9.0,15.0,18.0,11.0,24.0,33.4102354,126.412865
종달리해안도로,제주특별자치도 제주시 구좌읍 종달리 ,제주시,관광지,자연,자연관광지,자연생태관광지,1858.0,3.0,185.0,19.0,23.0,24.0,36.0,42.0,26.0,15.0,33.4828963,126.9017162
종달리수국길,제주특별자치도 제주시 구좌읍 종달리 112-4 ,제주시,관광지,자연,자연관광지,자연생태관광지,4291.0,3.0,281.0,40.0,35.0,45.0,52.0,46.0,29.0,34.0,33.5290971,126.8463777
종달리해변,제주특별자치도 제주시 구좌읍 종달리 565-72,제주시,관광지,자연,자연관광지,해수욕장,1097.0,3.0,121.0,27.0,14.0,23.0,16.0,16.0,13.0,12.0,33.4963748,126.9096779
종달해녀의집,제주특별자치도 제주시 구좌읍 해맞이해안로 2276 ,제주시,음식점,음식,음식점,한식,370.0,3.0,33.0,6.0,4.0,4.0,6.0,4.0,4.0,5.0,33.5290971,126.8463777
죽성고을,제주특별자치도 제주시 한북로 176 ,제주시,음식점,음식,음식점,한식,212.0,3.0,16.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,33.4622582,126.5341448
중문모메든식당,제주특별자치도 서귀포시 일주서로 508 ,서귀포시,음식점,음식,음식점,한식,248.0,3.0,24.0,3.0,5.0,1.0,4.0,6.0,2.0,3.0,33.2534421,126.4545515
중문관광단지,제주특별자치도 서귀포시 중문관광로 38 (중문관광단지안내소),서귀포시,관광지,인문(문화/예술/역사),휴양관광지,관광단지,7359.0,3.0,684.0,99.0,100.0,118.0,101.0,108.0,70.0,88.0,33.2482702,126.4104128
중문미로파크,제주특별자치도 서귀포시 상예동 3592-5 ,서귀포시,관광지,인문(문화/예술/역사),휴양관광지,테마공원,2467.0,3.0,255.0,40.0,46.0,31.0,41.0,44.0,27.0,26.0,33.2635326,126.3818174
중문색달해수욕장,제주특별자치도 서귀포시 색달동 ,서귀포시,관광지,자연,자연관광지,해수욕장,12171.0,3.0,837.0,122.0,126.0,135.0,127.0,147.0,101.0,79.0,33.2459369,126.4126699
중문수두리보말칼국수,제주특별자치도 서귀포시 천제연로 192 (중문동),서귀포시,음식점,음식,음식점,한식,1050.0,3.0,106.0,14.0,16.0,24.0,12.0,15.0,12.0,13.0,33.2515791,126.425044
중문승마공원,제주특별자치도 서귀포시 대포동 2270 ,서귀포시,레포츠,레포츠,육상 레포츠,승마,675.0,3.0,64.0,15.0,7.0,11.0,7.0,7.0,6.0,11.0,33.2423154,126.4455515
중문향토오일시장,제주특별자치도 서귀포시 천제연로188번길 12 ,서귀포시,쇼핑,쇼핑,쇼핑,5일장,3142.0,3.0,264.0,27.0,38.0,42.0,37.0,41.0,39.0,40.0,33.2507996,126.4241933
지미봉,제주특별자치도 제주시 구좌읍 종달리 산3-1,제주시,관광지,자연,자연관광지,산,1897.0,3.0,220.0,34.0,43.0,33.0,33.0,46.0,12.0,19.0,33.4966806,126.9065947
지오아라,제주특별자치도 서귀포시 안덕면 사계로114번길 54-86 ,서귀포시,음식점,음식,음식점,카페/전통찻집,2509.0,3.0,311.0,40.0,37.0,59.0,38.0,60.0,37.0,40.0,33.2364028,126.3076973
진주식당,제주특별자치도 서귀포시 태평로 353 ,서귀포시,음식점,음식,음식점,한식,224.0,3.0,22.0,3.0,1.0,5.0,3.0,3.0,3.0,4.0,33.2466681,126.559071
짬뽕에취한날,제주특별자치도 제주시 귀아랑2길 4 (연동),제주시,음식점,음식,음식점,중식,343.0,3.0,49.0,9.0,12.0,5.0,7.0,9.0,4.0,3.0,33.4911642,126.4978563
차귀도,제주특별자치도 제주시 한경면 고락로 200-52 ,제주시,관광지,자연,자연관광지,섬,4269.0,3.0,518.0,65.0,80.0,99.0,68.0,73.0,48.0,85.0,33.3011544,126.2055959
차귀도요트,제주특별자치도 제주시 한경면 한경해안로 156 ,제주시,레포츠,레포츠,수상 레포츠,요트,611.0,3.0,55.0,8.0,5.0,14.0,6.0,9.0,5.0,8.0,33.3240083,126.1660356
차귀도유람선,제주특별자치도 제주시 한경면 노을해안로 1160 ,제주시,관광지,인문(문화/예술/역사),휴양관광지,유람선/잠수함관광,2279.0,3.0,265.0,30.0,36.0,48.0,35.0,37.0,35.0,44.0,33.3089439,126.1655204
착한집,제주특별자치도 제주시 서광로 98 (오라삼동),제주시,음식점,음식,음식점,한식,227.0,3.0,30.0,5.0,2.0,2.0,5.0,8.0,2.0,6.0,33.49999220000001,126.5068802
참맛나김밥,제주특별자치도 제주시 한라대학로 31 ,제주시,음식점,음식,음식점,한식,240.0,3.0,20.0,3.0,6.0,1.0,4.0,4.0,1.0,1.0,33.4786503,126.4750481
채훈이네해장국,제주특별자치도 제주시 한림읍 한림상로 29 ,제주시,음식점,음식,음식점,한식,349.0,3.0,20.0,1.0,2.0,5.0,2.0,1.0,2.0,7.0,33.3493983,126.1825103
천왕사,제주특별자치도 제주시 1100로 2528-111 (노형동) ,제주시,관광지,인문(문화/예술/역사),역사관광지,사찰,2561.0,3.0,207.0,27.0,24.0,49.0,27.0,34.0,18.0,28.0,33.4087029,126.4944197
천제연토속음식점,제주특별자치도 서귀포시 천제연로 45 ,서귀포시,음식점,음식,음식점,한식,383.0,3.0,45.0,6.0,9.0,10.0,3.0,6.0,7.0,4.0,33.2567896,126.410776
천제연폭포,제주특별자치도 서귀포시 천제연로 132 (중문동),서귀포시,관광지,자연,자연관광지,폭포,15638.0,3.0,1391.0,214.0,196.0,232.0,225.0,193.0,147.0,184.0,33.2522307,126.4183698
천지연폭포,제주특별자치도 서귀포시 천지동 667-7,서귀포시,관광지,자연,자연관광지,폭포,45349.0,3.0,3904.0,556.0,571.0,660.0,652.0,634.0,388.0,443.0,33.2447302,126.5597984
철가방을든해녀,제주특별자치도 서귀포시 마라로 85 ,서귀포시,음식점,음식,음식점,중식,301.0,3.0,33.0,5.0,7.0,8.0,3.0,3.0,4.0,3.0,33.1165519,126.2660528
